UFID,x,y
100037612010B001171ca991c5d56440e,126.998173,37.49824713
100037612010B0011361098e8b5314d6c,126.9979377,37.49855329
100037612010B00110fa82deb65ce4a71,126.9978736,37.49907905
100037612010B0011198297abf585485a,126.9980665,37.49811766
100037612010B0011e3885a5aa54d470c,126.9979165,37.49830244
100037612010B001140e5606798334b22,126.998062,37.49815984
100037612010B00119938446898cb4da5,126.9978985,37.49728981
100037612010B00115e1ec4f733fa4bc9,126.9981088,37.49741491
100037612010B00113bf154f9b96247b8,126.9977397,37.49729764
100037612010B0011c02004da119c4e76,126.9982496,37.49905928
100037612010B001166f79e24437a4faf,126.9982018,37.49876024
100037612010B0011ea70c593fe224b29,126.9981595,37.49914762
100037612010B00119993f54ad0d94122,126.9982326,37.49855174
100037612010B001139c12f4fcb1a46f3,126.9981269,37.49791619
100037612010B0011127fb2b711954c3c,126.9978021,37.49945392
100037612010B0011ce87f6fb30584153,126.9982334,37.49890761
100037612010B0011bf64eb0b1a934680,126.9978009,37.49770532
100037612010B0011494a4dc1f95e4809,126.9982436,37.49881516
100037612010B00110a94e8fbe72243ea,126.9979134,37.49963047
100037612010B00111a736da48bc241a2,126.9981225,37.49802232
100037612010B0011f0ff58c8628d419c,126.9977989,37.49795584
100037612010B00118d591943abee4fc5,126.9978089,37.49709891
100037612010B001121ca18a3e3934ba4,126.9977539,37.49935455
100037612010B0011a5213ac2a1c94bce,126.9978208,37.49920679
100037612010B0011501da021ae3f4231,126.9980598,37.49820286
100037612010B001106c5a70cf7444c89,126.9980565,37.49737794
100037612010B00119febb73079374e62,126.9981613,37.49818507
100037612010B00111d2daefa37864553,126.9979433,37.49801181
100037612010B00118d407e8ce8ba496e,126.9982105,37.49815596
100037612010B00111b94443c350b44ca,126.9981844,37.49764245
100037612010B00118905fd2441314720,126.998146,37.49903929
100037612010B00118f698d4530844cd8,126.998033,37.49762
100037612010B00118dbf855ddc34468f,126.997887,37.49878832
100037612010B001117d3af64e5db4d07,126.9979086,37.49893508
100037612010B00118a694b237d1b4c6d,126.9979013,37.49762941
100037612010B001122764ad86b974d0d,126.9981518,37.4981295
100037612010B0011080ed4561a534fdd,126.9976922,37.49952578
100037612010B001127286514e8684cab,126.9979333,37.49795994
100037612010B001126d6e9db925342fd,126.9979773,37.49814528
100037612010B0011a580a68248de49eb,126.9980991,37.49732002
100037612010B001159fd4d211a2e44ba,126.9979481,37.4977104
100037612010B00113e3c93217c7f4825,126.9981445,37.49746271
100037612010B001169667f3c85444faf,126.9980985,37.49710547
100037612010B0011a6500aebc55446a7,126.9981356,37.49772691
100037612010B0011b2318a32afee4946,126.9980637,37.49757634
100037612010B0011328ee27b34994a8d,126.9981445,37.49759648
100037612010B0011ef6914e162134045,126.9982077,37.4983722
100037612010B001152b2f580eb554d78,126.9980965,37.49937618
100037612010B00110aa2c5c7b7eb436b,126.9980469,37.49892919
100037612010B0011c6b850fee38343ce,126.9977961,37.49762377
100037612010B0011b4c0134bcd084893,126.997846,37.49751514
